system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,valid,.geo
00000000000000000000,4.751164763734486,Birmingham,"Birmingham, AL",1,A,A1,AL_Birmingham_A1_A_1,0.7182391285896301,0.6531144323560205,AL,0.06552163905118016,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,2.667106123536017,Birmingham,"Birmingham, AL",2,A,A2,AL_Birmingham_A2_A_2,0.7126434445381165,0.5991022766001698,AL,0.048050101801239566,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,1.241928184503596,Birmingham,"Birmingham, AL",3,A,A3,AL_Birmingham_A3_A_3,0.6829913258552551,0.6031057129297076,AL,0.04130520260635105,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,4.536722099206552,Birmingham,"Birmingham, AL",4,B,B1,AL_Birmingham_B1_B_4,0.6564086675643921,0.5468170913203189,AL,0.06438136125065692,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,0.158420038703103,Birmingham,"Birmingham, AL",5,B,B10,AL_Birmingham_B10_B_5,0.6054782867431641,0.5551128777380914,AL,0.07618144874538406,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,0.449979249984045,Birmingham,"Birmingham, AL",6,B,B11,AL_Birmingham_B11_B_6,0.5405434966087341,0.5098245746892976,AL,0.02595425708998875,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,0.767451668349769,Birmingham,"Birmingham, AL",7,B,B12,AL_Birmingham_B12_B_7,0.6067652106285095,0.5299759655427534,AL,0.05296869628689118,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,0.432087494625673,Birmingham,"Birmingham, AL",8,B,B13,AL_Birmingham_B13_B_8,0.6341434717178345,0.6036368990316988,AL,0.033150626310661256,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,1.646220693703297,Birmingham,"Birmingham, AL",9,B,B14,AL_Birmingham_B14_B_9,0.7256174087524414,0.6254550078453501,AL,0.07964048327559267,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,0.144474144187093,Birmingham,"Birmingham, AL",10,B,B15,AL_Birmingham_B15_B_10,0.5756434798240662,0.5386603762931256,AL,0.050583333710801905,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,0.136699781790137,Birmingham,"Birmingham, AL",11,B,B16,AL_Birmingham_B16_B_11,0.585686981678009,0.5069061404718733,AL,0.05686896289327135,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,1.925629519871755,Birmingham,"Birmingham, AL",12,B,B2,AL_Birmingham_B2_B_12,0.7126434445381165,0.6034473751779197,AL,0.10623661933434894,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,0.490105783412065,Birmingham,"Birmingham, AL",13,B,B3,AL_Birmingham_B3_B_13,0.6407130360603333,0.5767650307973493,AL,0.032556036257049205,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,0.50045085127238,Birmingham,"Birmingham, AL",14,B,B4,AL_Birmingham_B4_B_14,0.6718869805335999,0.6193844655389117,AL,0.029407348507797613,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,1.363377814473916,Birmingham,"Birmingham, AL",15,B,B5,AL_Birmingham_B5_B_15,0.637421727180481,0.4922727004408478,AL,0.10463017738578802,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,1.095644755057238,Birmingham,"Birmingham, AL",16,B,B6,AL_Birmingham_B6_B_16,0.6474565267562866,0.5439197141166591,AL,0.042199756532767634,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,0.224122881235577,Birmingham,"Birmingham, AL",17,B,B7,AL_Birmingham_B7_B_17,0.5353956818580627,0.4941752668778607,AL,0.041751929204106884,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,0.415337320405576,Birmingham,"Birmingham, AL",18,B,B8,AL_Birmingham_B8_B_18,0.5462825894355774,0.5330915753639869,AL,0.012998027495634175,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,0.179010022861801,Birmingham,"Birmingham, AL",19,B,B9,AL_Birmingham_B9_B_19,0.6391695737838745,0.6139295716155806,AL,0.04176557944337162,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,0.165261859684944,Birmingham,"Birmingham, AL",20,C,C1,AL_Birmingham_C1_C_20,0.46949130296707153,0.4437572579596041,AL,0.0485694224292909,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,0.112705763170607,Birmingham,"Birmingham, AL",21,C,C1,AL_Birmingham_C1_C_21,0.6206825971603394,0.5482059474626598,AL,0.04799650039948087,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,0.946118600735813,Birmingham,"Birmingham, AL",22,C,C1,AL_Birmingham_C1_C_22,0.5754521489143372,0.48643124834347046,AL,0.07803649288143075,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,0.925446880235294,Birmingham,"Birmingham, AL",23,C,C10,AL_Birmingham_C10_C_23,0.6472173929214478,0.5104621155528936,AL,0.12394893359820798,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,2.354833859120177,Birmingham,"Birmingham, AL",24,C,C11,AL_Birmingham_C11_C_24,0.6318782567977905,0.4348792927478482,AL,0.11549426279611459,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,1.671045301708195,Birmingham,"Birmingham, AL",25,C,C12,AL_Birmingham_C12_C_25,0.6602304577827454,0.5893518466465508,AL,0.070695870016873,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,0.408049087643599,Birmingham,"Birmingham, AL",26,C,C13,AL_Birmingham_C13_C_26,0.5822130441665649,0.44259165904606007,AL,0.07530637891911818,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,2.19650353183512,Birmingham,"Birmingham, AL",27,C,C14,AL_Birmingham_C14_C_27,0.5949130654335022,0.47314562574475955,AL,0.08371901502068498,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,3.119015131331129,Birmingham,"Birmingham, AL",28,C,C15,AL_Birmingham_C15_C_28,0.656147837638855,0.5024877171808813,AL,0.0655358541987824,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,0.501174874889575,Birmingham,"Birmingham, AL",29,C,C16,AL_Birmingham_C16_C_29,0.5347391366958618,0.4676944112432178,AL,0.05641733238193764,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,0.999507880413443,Birmingham,"Birmingham, AL",30,C,C16,AL_Birmingham_C16_C_30,0.5479782819747925,0.48956069664684676,AL,0.0691354720270654,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,1.09782306438759,Birmingham,"Birmingham, AL",31,C,C17,AL_Birmingham_C17_C_31,0.5672130584716797,0.45224223157397886,AL,0.07975813141402979,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,0.66468445952189,Birmingham,"Birmingham, AL",32,C,C18,AL_Birmingham_C18_C_32,0.6011173725128174,0.49052439353982413,AL,0.09707940881565368,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,0.713796581076045,Birmingham,"Birmingham, AL",33,C,C19,AL_Birmingham_C19_C_33,0.6100956797599792,0.5483169076679912,AL,0.027330374684335784,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,2.180292228204464,Birmingham,"Birmingham, AL",34,C,C2,AL_Birmingham_C2_C_34,0.5582782626152039,0.455529511332333,AL,0.05494819364039522,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,2.711930274918914,Birmingham,"Birmingham, AL",35,C,C20,AL_Birmingham_C20_C_35,0.7126434445381165,0.5896416410661517,AL,0.05079409070328065,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,7.046486906154649,Birmingham,"Birmingham, AL",36,C,C3,AL_Birmingham_C3_C_36,0.7343913316726685,0.574170855178712,AL,0.08420304154345282,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,0.342293212534346,Birmingham,"Birmingham, AL",37,C,C4,AL_Birmingham_C4_C_37,0.5904695391654968,0.5223003223458238,AL,0.035673210810864456,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,0.729533225378402,Birmingham,"Birmingham, AL",38,C,C5,AL_Birmingham_C5_C_38,0.5684956312179565,0.5004926784652451,AL,0.05235445380023397,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,1.052056349629942,Birmingham,"Birmingham, AL",39,C,C6,AL_Birmingham_C6_C_39,0.6462087035179138,0.5534963931030433,AL,0.09374636875036063,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,1.774933787689924,Birmingham,"Birmingham, AL",40,C,C7,AL_Birmingham_C7_C_40,0.6362695693969727,0.5160843601906359,AL,0.07440226495153084,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,0.807507518181533,Birmingham,"Birmingham, AL",41,C,C8,AL_Birmingham_C8_C_41,0.6452869772911072,0.5302392613806137,AL,0.06064331738279207,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,1.053138127088334,Birmingham,"Birmingham, AL",42,C,C9,AL_Birmingham_C9_C_42,0.4965217411518097,0.3589810579036547,AL,0.08784789298685061,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,9.268528550850421,Birmingham,"Birmingham, AL",43,D,D1,AL_Birmingham_D1_D_43,0.6416347622871399,0.4259834505739332,AL,0.11117606005779193,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,1.745855674096026,Birmingham,"Birmingham, AL",44,D,D10,AL_Birmingham_D10_D_44,0.7453869581222534,0.5173001772019074,AL,0.1255450203231301,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,0.472403581816651,Birmingham,"Birmingham, AL",45,D,D11,AL_Birmingham_D11_D_45,0.670052170753479,0.5265605769033008,AL,0.11005870920742475,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,0.835905337923391,Birmingham,"Birmingham, AL",46,D,D12,AL_Birmingham_D12_D_46,0.7207043170928955,0.6423593892578892,AL,0.04477121247983321,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,2.841109001919027,Birmingham,"Birmingham, AL",47,D,D13,AL_Birmingham_D13_D_47,0.7326043248176575,0.6692421003561415,AL,0.03574482588929963,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,4.29989202789488,Birmingham,"Birmingham, AL",48,D,D14,AL_Birmingham_D14_D_48,0.7194651961326599,0.6041075428540734,AL,0.09733082421936967,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,2.014325770223379,Birmingham,"Birmingham, AL",49,D,D15,AL_Birmingham_D15_D_49,0.7716087102890015,0.6438169305176188,AL,0.12488319989467589,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,0.185442281004131,Birmingham,"Birmingham, AL",50,D,D16,AL_Birmingham_D16_D_50,0.7034174203872681,0.6779576368043742,AL,0.027551178750871482,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,0.138118006975956,Birmingham,"Birmingham, AL",51,D,D16,AL_Birmingham_D16_D_51,0.6268565058708191,0.5143485087457867,AL,0.07757758964234468,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,0.815830431976095,Birmingham,"Birmingham, AL",52,D,D16,AL_Birmingham_D16_D_52,0.6957869529724121,0.6072761968839668,AL,0.0717044746255699,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,0.230515249463938,Birmingham,"Birmingham, AL",53,D,D16,AL_Birmingham_D16_D_53,0.7323695421218872,0.6723210546524013,AL,0.060109620085779567,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,6.483762884395443,Birmingham,"Birmingham, AL",54,D,D17,AL_Birmingham_D17_D_54,0.7844130396842957,0.6215215285175987,AL,0.10821102173686069,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,1.407413874481454,Birmingham,"Birmingham, AL",55,D,D18,AL_Birmingham_D18_D_55,0.680356502532959,0.6014154192141868,AL,0.07148458809219675,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,0.662047860591888,Birmingham,"Birmingham, AL",56,D,D19,AL_Birmingham_D19_D_56,0.7566652297973633,0.6900234540170771,AL,0.03550533847698045,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,1.973379418184936,Birmingham,"Birmingham, AL",57,D,D19,AL_Birmingham_D19_D_57,0.7636043429374695,0.6600924687998847,AL,0.07451261345743213,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,8.774614730991491,Birmingham,"Birmingham, AL",58,D,D2,AL_Birmingham_D2_D_58,0.7214173674583435,0.5113866713671235,AL,0.09945189677202877,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,2.176825279823303,Birmingham,"Birmingham, AL",59,D,D20,AL_Birmingham_D20_D_59,0.7725869417190552,0.6341518028088982,AL,0.0694838548366082,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,3.066971900007248,Birmingham,"Birmingham, AL",60,D,D20,AL_Birmingham_D20_D_60,0.784704327583313,0.7077288614151848,AL,0.042009460401004124,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,0.51945676471737,Birmingham,"Birmingham, AL",61,D,D21,AL_Birmingham_D21_D_61,0.6084260940551758,0.5776780821048679,AL,0.02274584238854151,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,9.39205959152016,Birmingham,"Birmingham, AL",62,D,D3,AL_Birmingham_D3_D_62,0.7274608612060547,0.4961512306359572,AL,0.10130717458130262,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,5.316631055913772,Birmingham,"Birmingham, AL",63,D,D3,AL_Birmingham_D3_D_63,0.783286988735199,0.5060171836464417,AL,0.09144364781095453,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,11.71471601709097,Birmingham,"Birmingham, AL",64,D,D4,AL_Birmingham_D4_D_64,0.6771652102470398,0.41548629055024294,AL,0.1412774710877838,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,0.819353537561733,Birmingham,"Birmingham, AL",65,D,D5,AL_Birmingham_D5_D_65,0.3828999996185303,0.24462544966200242,AL,0.06795322972990706,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,0.254005873401195,Birmingham,"Birmingham, AL",66,D,D5,AL_Birmingham_D5_D_66,0.38698261976242065,0.27767729693228876,AL,0.0570016508560018,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,15.527085175965501,Birmingham,"Birmingham, AL",67,D,D6,AL_Birmingham_D6_D_67,0.6907956600189209,0.5110245045064723,AL,0.0735406807390474,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,6.086843755994033,Birmingham,"Birmingham, AL",68,D,D7,AL_Birmingham_D7_D_68,0.5764782428741455,0.36668065801108607,AL,0.10997791554671577,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,1.508098989222229,Birmingham,"Birmingham, AL",69,D,D8,AL_Birmingham_D8_D_69,0.6529912948608398,0.48646199545999685,AL,0.10193124810431876,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,2.218945130278219,Birmingham,"Birmingham, AL",70,D,D9,AL_Birmingham_D9_D_70,0.565182626247406,0.45591020856534603,AL,0.06893292760518488,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,0.016614668740334,Mobile,"Mobile, AL",71,A,A1,AL_Mobile_A1_A_71,0.6914826035499573,0.6914826035499573,AL,0.0,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,0.032993374589252,Mobile,"Mobile, AL",72,A,A2,AL_Mobile_A2_A_72,0.6727782487869263,0.6391523383022134,AL,0.026019304332361277,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,0.052623834116325,Mobile,"Mobile, AL",73,A,A3,AL_Mobile_A3_A_73,0.6036478281021118,0.5070209050620044,AL,0.061860067244576294,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,0.012941412397713,Mobile,"Mobile, AL",74,A,A4,AL_Mobile_A4_A_74,0.6257521510124207,0.5946885738216463,AL,0.04986521601676941,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,0.045160154286436,Mobile,"Mobile, AL",75,A,A5,AL_Mobile_A5_A_75,0.6530608534812927,0.5952682247204063,AL,0.027850907660021556,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,0.031093669025008,Mobile,"Mobile, AL",76,A,A6,AL_Mobile_A6_A_76,0.6463739275932312,0.6186777925169146,AL,0.02455543598860648,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,0.220591749351694,Mobile,"Mobile, AL",77,B,B1,AL_Mobile_B1_B_77,0.6985565423965454,0.6475576346436493,AL,0.05134702658817817,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,0.086791790971166,Mobile,"Mobile, AL",78,B,B2,AL_Mobile_B2_B_78,0.6118913292884827,0.5982898086238978,AL,0.01058299158540269,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,0.195741369403424,Mobile,"Mobile, AL",79,B,B3,AL_Mobile_B3_B_79,0.6463739275932312,0.5966013259898211,AL,0.04227516111803738,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,0.258837541733771,Mobile,"Mobile, AL",80,B,B4,AL_Mobile_B4_B_80,0.6530608534812927,0.6056410967562943,AL,0.034779418374396256,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,0.07825982945273,Mobile,"Mobile, AL",81,B,B5,AL_Mobile_B5_B_81,0.6472043395042419,0.5954842988371528,AL,0.03073492422041816,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,0.097631736707417,Mobile,"Mobile, AL",82,B,B6,AL_Mobile_B6_B_82,0.632269561290741,0.6063662770007429,AL,0.03732188317700022,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,0.011871687710404,Mobile,"Mobile, AL",83,B,B6,AL_Mobile_B6_B_83,0.541995644569397,0.5019569669739674,AL,0.046552513469410965,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,0.056309577633386,Mobile,"Mobile, AL",84,B,B7,AL_Mobile_B7_B_84,0.6020826101303101,0.5413869829213576,AL,0.03745446140325285,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,0.110894163448139,Mobile,"Mobile, AL",85,B,B8,AL_Mobile_B8_B_85,0.696399986743927,0.6587345340173608,AL,0.03392459995928219,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,0.654771924248159,Mobile,"Mobile, AL",86,C,C1,AL_Mobile_C1_C_86,0.6289434432983398,0.570618964941838,AL,0.06438653742413677,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,1.172611336149938,Mobile,"Mobile, AL",87,C,C2,AL_Mobile_C2_C_87,0.6472043395042419,0.5571766334529368,AL,0.09090814857211611,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,2.232483116100751,Mobile,"Mobile, AL",88,C,C3,AL_Mobile_C3_C_88,0.6335869431495667,0.5556812631728646,AL,0.06906600900852052,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,0.684904186252685,Mobile,"Mobile, AL",89,C,C4,AL_Mobile_C4_C_89,0.6914826035499573,0.626928984624905,AL,0.035196575214724156,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,0.390401546430867,Mobile,"Mobile, AL",90,C,C5,AL_Mobile_C5_C_90,0.6985565423965454,0.6020469362847506,AL,0.0712654418177662,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,1.181677923981748,Mobile,"Mobile, AL",91,C,C6,AL_Mobile_C6_C_91,0.696399986743927,0.5698837348649723,AL,0.06794292300214724,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,0.105489661364235,Mobile,"Mobile, AL",92,C,C7,AL_Mobile_C7_C_92,0.611865222454071,0.6033225352839221,AL,0.024295791983728724,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,0.092128994681099,Mobile,"Mobile, AL",93,C,C7,AL_Mobile_C7_C_93,0.5556695461273193,0.4919743197008518,AL,0.046036332880314355,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,0.553040566236043,Mobile,"Mobile, AL",94,C,C7,AL_Mobile_C7_C_94,0.6051260828971863,0.5227883154782317,AL,0.05060353615625494,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,0.722309052209302,Mobile,"Mobile, AL",95,D,D1,AL_Mobile_D1_D_95,0.6732391119003296,0.5986542363990627,AL,0.04639427137429665,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,0.263561826797433,Mobile,"Mobile, AL",96,D,D2,AL_Mobile_D2_D_96,0.611865222454071,0.5680934025977666,AL,0.0786398179681534,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,0.263798045032732,Mobile,"Mobile, AL",97,D,D2,AL_Mobile_D2_D_97,0.5801869630813599,0.5290476853847504,AL,0.03693104125488368,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,0.657869709448969,Mobile,"Mobile, AL",98,D,D2,AL_Mobile_D2_D_98,0.611865222454071,0.5516324582481383,AL,0.08561925064730455,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,0.04756146165536,Mobile,"Mobile, AL",99,D,D2,AL_Mobile_D2_D_99,0.5218086838722229,0.4047705401314629,AL,0.07844274417505628,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,0.325517158323728,Mobile,"Mobile, AL",100,D,D3,AL_Mobile_D3_D_100,0.6327739357948303,0.6056096529569781,AL,0.0325812061214641,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,1.228176434502212,Mobile,"Mobile, AL",101,D,D4,AL_Mobile_D4_D_101,0.6387391090393066,0.573561292971504,AL,0.055070848108081265,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,2.163997917667156,Mobile,"Mobile, AL",102,D,D5,AL_Mobile_D5_D_102,0.5687434673309326,0.44079799464615177,AL,0.10820861416918795,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,0.012760162574213,Mobile,"Mobile, AL",103,D,D6,AL_Mobile_D6_D_103,0.6181738972663879,0.6181738972663879,AL,0.0,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,0.068829243478251,Mobile,"Mobile, AL",104,D,D6,AL_Mobile_D6_D_104,0.5882869362831116,0.5330206012087209,AL,0.056623732127827425,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,0.11134509400782,Mobile,"Mobile, AL",105,D,D6,AL_Mobile_D6_D_105,0.4105173945426941,0.3403188283131881,AL,0.05847436135757937,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,0.01424162246962,Mobile,"Mobile, AL",106,D,D6,AL_Mobile_D6_D_106,0.5310043692588806,0.5310043692588806,AL,0.0,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,0.096902509679062,Mobile,"Mobile, AL",107,D,D6,AL_Mobile_D6_D_107,0.3193695545196533,0.28794211753053606,AL,0.02292978329608779,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,0.229650639901066,Mobile,"Mobile, AL",108,D,D6,AL_Mobile_D6_D_108,0.5296652317047119,0.3997581134411891,AL,0.07053071081094268,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,3.419256738933556,Mobile,"Mobile, AL",109,D,D6,AL_Mobile_D6_D_109,0.7659956812858582,0.5308442852056944,AL,0.12893163265723695,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,0.014496047009543,Mobile,"Mobile, AL",110,B,,AL_Mobile_NA_B_110,0.5935739278793335,0.5761273270700035,AL,0.02693923938465398,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,0.029675363500461,Mobile,"Mobile, AL",111,B,,AL_Mobile_NA_B_111,0.5831913352012634,0.574646749790164,AL,0.024920363879839813,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,0.032191269447381,Mobile,"Mobile, AL",112,B,,AL_Mobile_NA_B_112,0.5972130298614502,0.5898472489537421,AL,0.013976097106933594,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,0.060045442220154,Mobile,"Mobile, AL",113,B,,AL_Mobile_NA_B_113,0.5995000004768372,0.5484693423962929,AL,0.03536068170664857,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,0.02107321201043,Mobile,"Mobile, AL",114,C,,AL_Mobile_NA_C_114,0.6118913292884827,0.5939128778197549,AL,0.01586245715537091,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,0.049985544341952,Mobile,"Mobile, AL",115,C,,AL_Mobile_NA_C_115,0.6115086674690247,0.565181948875977,AL,0.031076195531776547,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,0.051147690761553,Mobile,"Mobile, AL",116,B,,AL_Mobile_NA_B_116,0.5799347758293152,0.45686108410109033,AL,0.08099878632216455,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,0.096062403635096,Mobile,"Mobile, AL",117,B,,AL_Mobile_NA_B_117,0.6727782487869263,0.6438052874544391,AL,0.039754398508635755,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,2.518288869018655,Montgomery,"Montgomery, AL",118,A,A1,AL_Montgomery_A1_A_118,0.6740999817848206,0.6168421429264349,AL,0.05170774841345484,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,0.362888941719413,Montgomery,"Montgomery, AL",119,A,A2,AL_Montgomery_A2_A_119,0.6702391505241394,0.639571758111318,AL,0.016343728220246826,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
