system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,valid,.geo
0000000000000000236f,0.238695255435538,Lynchburg,"Lynchburg, VA",9081,C,C8,VA_Lynchburg_C8_C_9081,0.6312739253044128,0.6165693328147981,VA,0.020096479246503866,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002370,0.262459605875069,Lynchburg,"Lynchburg, VA",9082,C,C9,VA_Lynchburg_C9_C_9082,0.5274174213409424,0.46492581863682575,VA,0.04495403029078487,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002371,0.091636793591199,Lynchburg,"Lynchburg, VA",9083,D,D1,VA_Lynchburg_D1_D_9083,0.6200261116027832,0.573793102348433,VA,0.02554567652385008,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002372,0.265005013731256,Lynchburg,"Lynchburg, VA",9084,D,D10,VA_Lynchburg_D10_D_9084,0.5507956743240356,0.47294398411471994,VA,0.05362781352718172,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002373,0.182208659722683,Lynchburg,"Lynchburg, VA",9085,D,D2,VA_Lynchburg_D2_D_9085,0.6171913146972656,0.5841866070795625,VA,0.020392054087788335,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002374,0.079663331585132,Lynchburg,"Lynchburg, VA",9086,D,D3,VA_Lynchburg_D3_D_9086,0.5782782435417175,0.5642259394129118,VA,0.01856306225440696,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002375,0.052913754955601,Lynchburg,"Lynchburg, VA",9087,D,D4,VA_Lynchburg_D4_D_9087,0.5782782435417175,0.570948858252343,VA,0.006054162000655874,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002376,0.208574581326067,Lynchburg,"Lynchburg, VA",9088,D,D5,VA_Lynchburg_D5_D_9088,0.5274174213409424,0.462132147830747,VA,0.06303667799640578,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002377,0.270782701341109,Lynchburg,"Lynchburg, VA",9089,D,D6,VA_Lynchburg_D6_D_9089,0.6400521397590637,0.5665267854181243,VA,0.06236660636984543,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002378,0.176702192752447,Lynchburg,"Lynchburg, VA",9090,D,D7,VA_Lynchburg_D7_D_9090,0.5998086929321289,0.5269430375677484,VA,0.08014883382513414,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002379,0.064163086717374,Lynchburg,"Lynchburg, VA",9091,D,D8,VA_Lynchburg_D8_D_9091,0.5734739303588867,0.5615485547886069,VA,0.015734506447800337,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000237a,0.262023592222344,Lynchburg,"Lynchburg, VA",9092,D,D9,VA_Lynchburg_D9_D_9092,0.6029304265975952,0.5284925394104417,VA,0.03721677335784936,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000237b,0.3428546587981,Newport News,"Newport News, VA",9093,B,B1,VA_Newport News_B1_B_9093,0.4449666738510132,0.30937016610588347,VA,0.09024796768105577,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000237c,0.063010319981219,Newport News,"Newport News, VA",9094,B,B2,VA_Newport News_B2_B_9094,0.5127761960029602,0.49779483342763076,VA,0.017576387780560473,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000237d,0.145334712367836,Newport News,"Newport News, VA",9095,C,C1,VA_Newport News_C1_C_9095,0.2754545509815216,0.15920466864820917,VA,0.07807559178847101,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000237e,0.269160757248126,Newport News,"Newport News, VA",9096,C,C2,VA_Newport News_C2_C_9096,0.3598727285861969,0.1804305584201712,VA,0.08562246728535963,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000237f,0.404705976979213,Newport News,"Newport News, VA",9097,C,C3,VA_Newport News_C3_C_9097,0.5086434483528137,0.43744926699883474,VA,0.0444974430940529,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002380,0.343240245883451,Newport News,"Newport News, VA",9098,C,C4,VA_Newport News_C4_C_9098,0.5247782468795776,0.5000460775015494,VA,0.015267436854661868,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002381,0.393045290638804,Newport News,"Newport News, VA",9099,C,C5,VA_Newport News_C5_C_9099,0.5213608741760254,0.48977896241343044,VA,0.018864535186472416,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002382,0.032608891518276,Newport News,"Newport News, VA",9100,C,C6,VA_Newport News_C6_C_9100,0.208695650100708,0.1610420671376315,VA,0.029350265796608484,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002383,0.501243864810612,Newport News,"Newport News, VA",9101,D,D1,VA_Newport News_D1_D_9101,0.5122087001800537,0.4478517507668584,VA,0.05052812912924166,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002384,0.638159408709197,Newport News,"Newport News, VA",9102,D,D2,VA_Newport News_D2_D_9102,0.5212348103523254,0.44655308769749913,VA,0.059671199038978454,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002385,0.082302264104843,Newport News,"Newport News, VA",9103,D,D3,VA_Newport News_D3_D_9103,0.6279521584510803,0.506712574993024,VA,0.059595422291101104,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002386,0.019800964752495,Newport News,"Newport News, VA",9104,D,D3,VA_Newport News_D3_D_9104,0.5047913193702698,0.3888707106763667,VA,0.05506230498620855,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002387,0.931522696421111,Newport News,"Newport News, VA",9105,D,D3,VA_Newport News_D3_D_9105,0.5793391466140747,0.46644637785831583,VA,0.05896531374669238,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002388,0.115560654193882,Newport News,"Newport News, VA",9106,D,D4,VA_Newport News_D4_D_9106,0.45669129490852356,0.4212575233083661,VA,0.0398822285587664,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002389,0.103424996830937,Newport News,"Newport News, VA",9107,D,D5,VA_Newport News_D5_D_9107,0.4525695741176605,0.3723342467683926,VA,0.04895860030621558,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000238a,0.156148211153254,Newport News,"Newport News, VA",9108,D,D6,VA_Newport News_D6_D_9108,0.29803043603897095,0.20518519886966338,VA,0.06936074214931154,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000238b,0.126960295228368,Newport News,"Newport News, VA",9109,D,D7,VA_Newport News_D7_D_9109,0.3562086820602417,0.30934865940333517,VA,0.02203956685905971,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000238c,0.061982625969917,Newport News,"Newport News, VA",9110,D,D8,VA_Newport News_D8_D_9110,0.46076086163520813,0.4504201663864983,VA,0.012730749117279599,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000238d,1.037246694642091,Norfolk,"Norfolk, VA",9111,A,A1,VA_Norfolk_A1_A_9111,0.6097733378410339,0.46988701244768094,VA,0.13958434018319646,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000238e,0.511833021522592,Norfolk,"Norfolk, VA",9112,A,A2,VA_Norfolk_A2_A_9112,0.5937521457672119,0.5291918924931851,VA,0.065106942140726,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000238f,0.848409204582809,Norfolk,"Norfolk, VA",9113,A,A3,VA_Norfolk_A3_A_9113,0.5834210515022278,0.5090907011237076,VA,0.0545669903968456,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002390,1.444127584514566,Norfolk,"Norfolk, VA",9114,A,A4,VA_Norfolk_A4_A_9114,0.6010817885398865,0.5401813683545461,VA,0.05065622961815366,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002391,0.803891799568286,Norfolk,"Norfolk, VA",9115,A,A5,VA_Norfolk_A5_A_9115,0.6263999938964844,0.4595583330943503,VA,0.13050802801665212,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002392,0.370042464534715,Norfolk,"Norfolk, VA",9116,B,B1,VA_Norfolk_B1_B_9116,0.594191312789917,0.5481831304590645,VA,0.04229316953774501,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002393,0.248246110214361,Norfolk,"Norfolk, VA",9117,B,B10,VA_Norfolk_B10_B_9117,0.47297391295433044,0.4222314623315879,VA,0.06908086044578939,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002394,0.337496035978727,Norfolk,"Norfolk, VA",9118,B,B11,VA_Norfolk_B11_B_9118,0.5507190823554993,0.46917165602709976,VA,0.07671053577631738,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002395,0.338373676024369,Norfolk,"Norfolk, VA",9119,B,B12,VA_Norfolk_B12_B_9119,0.3911304473876953,0.3520287982968317,VA,0.03593077901950748,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002396,0.398552730620618,Norfolk,"Norfolk, VA",9120,B,B13,VA_Norfolk_B13_B_9120,0.5302782654762268,0.48859210682336424,VA,0.03751225446696529,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002397,0.409900290598199,Norfolk,"Norfolk, VA",9121,B,B14,VA_Norfolk_B14_B_9121,0.40464091300964355,0.31721262707201736,VA,0.07467348513360643,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002398,0.469450926358491,Norfolk,"Norfolk, VA",9122,B,B15,VA_Norfolk_B15_B_9122,0.5896695852279663,0.48193317395945373,VA,0.1282396913598555,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000002399,0.708678753787905,Norfolk,"Norfolk, VA",9123,B,B16,VA_Norfolk_B16_B_9123,0.6077739000320435,0.5549156035482062,VA,0.03720824861572649,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000239a,0.951490140958735,Norfolk,"Norfolk, VA",9124,B,B2,VA_Norfolk_B2_B_9124,0.6138435006141663,0.5488895744813691,VA,0.035562504588056286,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000239b,1.022984622383744,Norfolk,"Norfolk, VA",9125,B,B3,VA_Norfolk_B3_B_9125,0.6419478058815002,0.5569393806813756,VA,0.06319980794907434,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000239c,0.39436432327142,Norfolk,"Norfolk, VA",9126,B,B4,VA_Norfolk_B4_B_9126,0.6200391054153442,0.5415868556220593,VA,0.06655226668192188,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000239d,0.394970488655225,Norfolk,"Norfolk, VA",9127,B,B5,VA_Norfolk_B5_B_9127,0.6225523948669434,0.4988149997928511,VA,0.18833035065941894,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000239e,2.090146704851022,Norfolk,"Norfolk, VA",9128,B,B6,VA_Norfolk_B6_B_9128,0.5938272476196289,0.48265571650764727,VA,0.09936830948199159,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000239f,0.732710184223162,Norfolk,"Norfolk, VA",9129,B,B7,VA_Norfolk_B7_B_9129,0.623573899269104,0.5475128394261163,VA,0.10681139804824082,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a0,0.290381831555071,Norfolk,"Norfolk, VA",9130,B,B8,VA_Norfolk_B8_B_9130,0.6722521781921387,0.5649058873370542,VA,0.09911860582055282,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a1,0.346505315824304,Norfolk,"Norfolk, VA",9131,B,B9,VA_Norfolk_B9_B_9131,0.5414347648620605,0.4340072118684599,VA,0.10593335892221267,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a2,1.457345528941729,Norfolk,"Norfolk, VA",9132,C,C1,VA_Norfolk_C1_C_9132,0.5645450353622437,0.3204995395848165,VA,0.18074091446361126,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a3,1.597090112845579,Norfolk,"Norfolk, VA",9133,C,C10,VA_Norfolk_C10_C_9133,0.5158782601356506,0.3958835454368001,VA,0.08514979229165018,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a4,0.698989379007686,Norfolk,"Norfolk, VA",9134,C,C11,VA_Norfolk_C11_C_9134,0.5717652440071106,0.5182626715918865,VA,0.040997077088816766,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a5,2.579595198642109,Norfolk,"Norfolk, VA",9135,C,C12,VA_Norfolk_C12_C_9135,0.582947850227356,0.49068390190831995,VA,0.06627647305869606,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a6,0.187932503668122,Norfolk,"Norfolk, VA",9136,C,C13,VA_Norfolk_C13_C_9136,0.43023332953453064,0.28685255224116796,VA,0.07266394803587943,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a7,1.085578686393911,Norfolk,"Norfolk, VA",9137,C,C14,VA_Norfolk_C14_C_9137,0.5507190823554993,0.35275393512569014,VA,0.08327242943455504,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a8,0.735987837491271,Norfolk,"Norfolk, VA",9138,C,C15,VA_Norfolk_C15_C_9138,0.43480435013771057,0.375626604151127,VA,0.05686674962380882,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023a9,0.107119735859357,Norfolk,"Norfolk, VA",9139,C,C16,VA_Norfolk_C16_C_9139,0.3535565137863159,0.24065167246511943,VA,0.04825297627719297,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023aa,1.017122556820021,Norfolk,"Norfolk, VA",9140,C,C17,VA_Norfolk_C17_C_9140,0.4888909161090851,0.38631496969418866,VA,0.09489142266046235,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ab,0.140700137947798,Norfolk,"Norfolk, VA",9141,C,C18,VA_Norfolk_C18_C_9141,0.43565651774406433,0.33861634222777576,VA,0.054119680374738466,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ac,0.479785584071158,Norfolk,"Norfolk, VA",9142,C,C19,VA_Norfolk_C19_C_9142,0.4865739047527313,0.37839585844663515,VA,0.10088535889615062,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ad,1.538125163474406,Norfolk,"Norfolk, VA",9143,C,C2,VA_Norfolk_C2_C_9143,0.5808608531951904,0.47566934052880816,VA,0.10196360288424941,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ae,0.399441365070041,Norfolk,"Norfolk, VA",9144,C,C20,VA_Norfolk_C20_C_9144,0.4195347726345062,0.25051552779591224,VA,0.09203252594252205,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023af,0.988856164539109,Norfolk,"Norfolk, VA",9145,C,C21,VA_Norfolk_C21_C_9145,0.5352739095687866,0.43613872750984,VA,0.1516432609901752,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b0,1.146887457004172,Norfolk,"Norfolk, VA",9146,C,C22,VA_Norfolk_C22_C_9146,0.542900025844574,0.43891044328811735,VA,0.055118442251181864,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b1,0.147532361124655,Norfolk,"Norfolk, VA",9147,C,C23,VA_Norfolk_C23_C_9147,0.3866521716117859,0.3365343387510318,VA,0.058070224116073786,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b2,1.553583201627947,Norfolk,"Norfolk, VA",9148,C,C24,VA_Norfolk_C24_C_9148,0.5175651907920837,0.47512136995905263,VA,0.04681972951158856,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b3,0.702795817146942,Norfolk,"Norfolk, VA",9149,C,C25,VA_Norfolk_C25_C_9149,0.5160260796546936,0.48306951700542833,VA,0.020157873180721573,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b4,0.4278879803994,Norfolk,"Norfolk, VA",9150,C,C26,VA_Norfolk_C26_C_9150,0.6072173714637756,0.5661286068956514,VA,0.023436072510929353,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b5,0.858651776456881,Norfolk,"Norfolk, VA",9151,C,C27,VA_Norfolk_C27_C_9151,0.5175391435623169,0.43484504318405826,VA,0.062077279876510884,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b6,0.779333226636799,Norfolk,"Norfolk, VA",9152,C,C28,VA_Norfolk_C28_C_9152,0.6091521978378296,0.5027238391209459,VA,0.06615535133473592,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b7,0.520816053385972,Norfolk,"Norfolk, VA",9153,C,C29,VA_Norfolk_C29_C_9153,0.541473925113678,0.46302063191490156,VA,0.07577678538206943,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b8,2.526677949030846,Norfolk,"Norfolk, VA",9154,C,C3,VA_Norfolk_C3_C_9154,0.6323565244674683,0.5034544172327817,VA,0.10454996589403191,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023b9,0.471057515312566,Norfolk,"Norfolk, VA",9155,C,C30,VA_Norfolk_C30_C_9155,0.5554434657096863,0.46573542279501756,VA,0.07547847092331364,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ba,1.347861732476959,Norfolk,"Norfolk, VA",9156,C,C31,VA_Norfolk_C31_C_9156,0.6026263236999512,0.46152680978574945,VA,0.11368936716128722,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023bb,0.363171961468399,Norfolk,"Norfolk, VA",9157,C,C32,VA_Norfolk_C32_C_9157,0.5013217329978943,0.3226221706547137,VA,0.10085931961195842,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023bc,1.963688112568781,Norfolk,"Norfolk, VA",9158,C,C33,VA_Norfolk_C33_C_9158,0.5495522022247314,0.5016981431428882,VA,0.0476907038346485,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023bd,0.541304127632055,Norfolk,"Norfolk, VA",9159,C,C34,VA_Norfolk_C34_C_9159,0.5992304086685181,0.5458406768329849,VA,0.05489116204743234,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023be,1.998897535376086,Norfolk,"Norfolk, VA",9160,C,C35,VA_Norfolk_C35_C_9160,0.5846217274665833,0.5040819521148083,VA,0.08195099215238108,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023bf,0.253563870439656,Norfolk,"Norfolk, VA",9161,C,C36,VA_Norfolk_C36_C_9161,0.39149999618530273,0.1643851603866774,VA,0.09507614146132225,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c0,0.46959036021623,Norfolk,"Norfolk, VA",9162,C,C36,VA_Norfolk_C36_C_9162,0.3598727285861969,0.20207423095487195,VA,0.06909405105579292,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c1,0.99482405729592,Norfolk,"Norfolk, VA",9163,C,C37,VA_Norfolk_C37_C_9163,0.5041347742080688,0.4378841738328366,VA,0.03948585004285943,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c2,0.741587401287055,Norfolk,"Norfolk, VA",9164,C,C38,VA_Norfolk_C38_C_9164,0.5247782468795776,0.49578845537943117,VA,0.021816674228499266,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c3,0.861230320385717,Norfolk,"Norfolk, VA",9165,C,C39,VA_Norfolk_C39_C_9165,0.5896695852279663,0.45040151965883835,VA,0.11588818915737037,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c4,0.697400334737025,Norfolk,"Norfolk, VA",9166,C,C4,VA_Norfolk_C4_C_9166,0.5949608683586121,0.4847211708236954,VA,0.08645876988491566,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c5,0.788392039855458,Norfolk,"Norfolk, VA",9167,C,C40,VA_Norfolk_C40_C_9167,0.6291565299034119,0.5286125829140523,VA,0.043938434261312775,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c6,0.562289404319901,Norfolk,"Norfolk, VA",9168,C,C41,VA_Norfolk_C41_C_9168,0.5805304646492004,0.5410311131829217,VA,0.029442902438887978,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c7,0.412909499036845,Norfolk,"Norfolk, VA",9169,C,C42,VA_Norfolk_C42_C_9169,0.5561043620109558,0.49439660406589053,VA,0.05635061052828459,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c8,0.412020944207273,Norfolk,"Norfolk, VA",9170,C,C43,VA_Norfolk_C43_C_9170,0.5173608660697937,0.39832175685626514,VA,0.09006723919279998,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023c9,0.221570794200248,Norfolk,"Norfolk, VA",9171,C,C44,VA_Norfolk_C44_C_9171,0.5368608832359314,0.473193584866888,VA,0.06311150346967226,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ca,1.088897828852288,Norfolk,"Norfolk, VA",9172,C,C45,VA_Norfolk_C45_C_9172,0.5931478142738342,0.44322578240141797,VA,0.11351308146780584,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023cb,0.367614824819669,Norfolk,"Norfolk, VA",9173,C,C5,VA_Norfolk_C5_C_9173,0.6151478290557861,0.5519759848173749,VA,0.035576861434563865,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023cc,0.30797084564231,Norfolk,"Norfolk, VA",9174,C,C6,VA_Norfolk_C6_C_9174,0.5853045582771301,0.513065681978344,VA,0.0643245421504723,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023cd,0.296896269428853,Norfolk,"Norfolk, VA",9175,C,C7,VA_Norfolk_C7_C_9175,0.5938272476196289,0.42019709810234523,VA,0.09258635290831382,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ce,1.061460893293621,Norfolk,"Norfolk, VA",9176,C,C8,VA_Norfolk_C8_C_9176,0.4440913200378418,0.32632434531997007,VA,0.054163962739757196,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023cf,0.406719033776581,Norfolk,"Norfolk, VA",9177,C,C9,VA_Norfolk_C9_C_9177,0.5414347648620605,0.4913441919737296,VA,0.04362812141046117,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d0,0.623696225504484,Norfolk,"Norfolk, VA",9178,D,D1,VA_Norfolk_D1_D_9178,0.5958608388900757,0.4804531263128385,VA,0.05994729946979383,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d1,0.42321339650999,Norfolk,"Norfolk, VA",9179,D,D10,VA_Norfolk_D10_D_9179,0.3969954550266266,0.267978786191936,VA,0.0671808978155813,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d2,0.746354588651543,Norfolk,"Norfolk, VA",9180,D,D11,VA_Norfolk_D11_D_9180,0.49024346470832825,0.38032626173314765,VA,0.07840390752854282,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d3,0.662247492806172,Norfolk,"Norfolk, VA",9181,D,D12,VA_Norfolk_D12_D_9181,0.49702173471450806,0.441533897437993,VA,0.04535908120240207,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d4,1.773932876743197,Norfolk,"Norfolk, VA",9182,D,D13,VA_Norfolk_D13_D_9182,0.5069260597229004,0.4113362658506686,VA,0.06172384436756838,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d5,0.79484285761255,Norfolk,"Norfolk, VA",9183,D,D14,VA_Norfolk_D14_D_9183,0.5033565163612366,0.4638988110762384,VA,0.028638341458703854,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d6,2.003549039407214,Norfolk,"Norfolk, VA",9184,D,D15,VA_Norfolk_D15_D_9184,0.49730435013771057,0.3340235457284261,VA,0.11682498386544414,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d7,1.890224316581151,Norfolk,"Norfolk, VA",9185,D,D16,VA_Norfolk_D16_D_9185,0.46985217928886414,0.33823143496272046,VA,0.054036097074956685,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d8,0.754858900462933,Norfolk,"Norfolk, VA",9186,D,D17,VA_Norfolk_D17_D_9186,0.5611652135848999,0.47913635943079175,VA,0.049546037737463175,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023d9,1.459423352425561,Norfolk,"Norfolk, VA",9187,D,D18,VA_Norfolk_D18_D_9187,0.5096434950828552,0.4128535506339884,VA,0.06949315422567907,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023da,0.766799145210201,Norfolk,"Norfolk, VA",9188,D,D19,VA_Norfolk_D19_D_9188,0.3914782702922821,0.31332827889282405,VA,0.054885663651833144,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023db,0.239108266123392,Norfolk,"Norfolk, VA",9189,D,D2,VA_Norfolk_D2_D_9189,0.5925434827804565,0.5170030973662519,VA,0.05646408289293548,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023dc,1.183803497247905,Norfolk,"Norfolk, VA",9190,D,D20,VA_Norfolk_D20_D_9190,0.5500217080116272,0.4348432052881761,VA,0.08784425883692454,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023dd,1.135917596128017,Norfolk,"Norfolk, VA",9191,D,D21,VA_Norfolk_D21_D_9191,0.5838956236839294,0.4949480359859311,VA,0.04479125499374387,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023de,1.681032210200902,Norfolk,"Norfolk, VA",9192,D,D22,VA_Norfolk_D22_D_9192,0.5528695583343506,0.4994905331964635,VA,0.0448493808123375,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023df,1.655170450311654,Norfolk,"Norfolk, VA",9193,D,D23,VA_Norfolk_D23_D_9193,0.5391782522201538,0.3933992288922896,VA,0.07835126793625488,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023e0,3.036849898321373,Norfolk,"Norfolk, VA",9194,D,D24,VA_Norfolk_D24_D_9194,0.5710782408714294,0.501301697503125,VA,0.06818631979515781,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023e1,1.001907135137619,Norfolk,"Norfolk, VA",9195,D,D25,VA_Norfolk_D25_D_9195,0.507247805595398,0.42254675386097507,VA,0.05634760083286634,POLYGON,"{""type"":""MultiPoint"",""coordinates"":[]}"
