system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,.geo
00000000000000000022,2.711930274918914,Birmingham,"Birmingham, AL",35,C,C20,AL_Birmingham_C20_C_35,0.7395217418670654,0.6000219265658749,AL,0.05073182172880445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,7.046486906154649,Birmingham,"Birmingham, AL",36,C,C3,AL_Birmingham_C3_C_36,0.751278281211853,0.5977129916782903,AL,0.08219649838028674,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,0.342293212534346,Birmingham,"Birmingham, AL",37,C,C4,AL_Birmingham_C4_C_37,0.5957956314086914,0.5386548537161987,AL,0.038407018057203174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,0.729533225378402,Birmingham,"Birmingham, AL",38,C,C5,AL_Birmingham_C5_C_38,0.5988521575927734,0.5345356522601399,AL,0.05633111537274662,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,1.052056349629942,Birmingham,"Birmingham, AL",39,C,C6,AL_Birmingham_C6_C_39,0.6619521975517273,0.5682279591663083,AL,0.08897525162601326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,1.774933787689924,Birmingham,"Birmingham, AL",40,C,C7,AL_Birmingham_C7_C_40,0.6521521806716919,0.5433692874461344,AL,0.08537613793470546,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,0.807507518181533,Birmingham,"Birmingham, AL",41,C,C8,AL_Birmingham_C8_C_41,0.6799260973930359,0.5647672225018555,AL,0.060978471013367445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,1.053138127088334,Birmingham,"Birmingham, AL",42,C,C9,AL_Birmingham_C9_C_42,0.5366348028182983,0.39287123098172155,AL,0.0916560821058273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,9.268528550850421,Birmingham,"Birmingham, AL",43,D,D1,AL_Birmingham_D1_D_43,0.6704826354980469,0.4538814836252603,AL,0.11625603681467318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,1.745855674096026,Birmingham,"Birmingham, AL",44,D,D10,AL_Birmingham_D10_D_44,0.7551652193069458,0.5310451670889266,AL,0.1276499121438339,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,0.472403581816651,Birmingham,"Birmingham, AL",45,D,D11,AL_Birmingham_D11_D_45,0.6968086957931519,0.5436972969562239,AL,0.12418209869891837,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,0.835905337923391,Birmingham,"Birmingham, AL",46,D,D12,AL_Birmingham_D12_D_46,0.6960434913635254,0.6403913062380641,AL,0.05558346959417797,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,2.841109001919027,Birmingham,"Birmingham, AL",47,D,D13,AL_Birmingham_D13_D_47,0.7556130290031433,0.691587683677125,AL,0.03581587134315237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,4.29989202789488,Birmingham,"Birmingham, AL",48,D,D14,AL_Birmingham_D14_D_48,0.7450217604637146,0.6475892237738949,AL,0.08039426022336982,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,2.014325770223379,Birmingham,"Birmingham, AL",49,D,D15,AL_Birmingham_D15_D_49,0.7829608917236328,0.6578682929358314,AL,0.11775344036046427,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,0.185442281004131,Birmingham,"Birmingham, AL",50,D,D16,AL_Birmingham_D16_D_50,0.7378652095794678,0.7036094093948025,AL,0.03272431401243796,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,0.138118006975956,Birmingham,"Birmingham, AL",51,D,D16,AL_Birmingham_D16_D_51,0.6288391351699829,0.5242984019929455,AL,0.06547281640171454,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,0.815830431976095,Birmingham,"Birmingham, AL",52,D,D16,AL_Birmingham_D16_D_52,0.7092260718345642,0.6206452517140797,AL,0.08502203266307767,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,0.230515249463938,Birmingham,"Birmingham, AL",53,D,D16,AL_Birmingham_D16_D_53,0.7629478573799133,0.6691001383681275,AL,0.07524458964910248,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,6.483762884395443,Birmingham,"Birmingham, AL",54,D,D17,AL_Birmingham_D17_D_54,0.7789347767829895,0.649022816443379,AL,0.10034743268094155,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,1.407413874481454,Birmingham,"Birmingham, AL",55,D,D18,AL_Birmingham_D18_D_55,0.6850565075874329,0.626408001534735,AL,0.07234404616674232,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,0.662047860591888,Birmingham,"Birmingham, AL",56,D,D19,AL_Birmingham_D19_D_56,0.7694043517112732,0.7050894055954596,AL,0.03147798122172258,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,1.973379418184936,Birmingham,"Birmingham, AL",57,D,D19,AL_Birmingham_D19_D_57,0.7847912907600403,0.6754606507441476,AL,0.07425535035751923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,8.774614730991491,Birmingham,"Birmingham, AL",58,D,D2,AL_Birmingham_D2_D_58,0.7365217208862305,0.544356928243418,AL,0.09700524957146865,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,2.176825279823303,Birmingham,"Birmingham, AL",59,D,D20,AL_Birmingham_D20_D_59,0.7878608703613281,0.669821899611527,AL,0.05444556790237824,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,3.066971900007248,Birmingham,"Birmingham, AL",60,D,D20,AL_Birmingham_D20_D_60,0.7942826151847839,0.7125005395214951,AL,0.03902787186273897,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,0.51945676471737,Birmingham,"Birmingham, AL",61,D,D21,AL_Birmingham_D21_D_61,0.6316826343536377,0.609345667780592,AL,0.026732670101524234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,9.39205959152016,Birmingham,"Birmingham, AL",62,D,D3,AL_Birmingham_D3_D_62,0.7347608804702759,0.5220728826723021,AL,0.09865453592659419,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,5.316631055913772,Birmingham,"Birmingham, AL",63,D,D3,AL_Birmingham_D3_D_63,0.786547839641571,0.5263016614687894,AL,0.09510683413610603,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,11.71471601709097,Birmingham,"Birmingham, AL",64,D,D4,AL_Birmingham_D4_D_64,0.6877304315567017,0.4377836754119519,AL,0.1458956047168593,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,0.819353537561733,Birmingham,"Birmingham, AL",65,D,D5,AL_Birmingham_D5_D_65,0.40023913979530334,0.2721736368317727,AL,0.07096974893307399,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,0.254005873401195,Birmingham,"Birmingham, AL",66,D,D5,AL_Birmingham_D5_D_66,0.4360826015472412,0.3233660738825222,AL,0.06504327404119346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,15.527085175965501,Birmingham,"Birmingham, AL",67,D,D6,AL_Birmingham_D6_D_67,0.7213608622550964,0.5471859970627659,AL,0.07538284872702722,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,6.086843755994033,Birmingham,"Birmingham, AL",68,D,D7,AL_Birmingham_D7_D_68,0.6015521883964539,0.4032939748960291,AL,0.11201139594587078,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,1.508098989222229,Birmingham,"Birmingham, AL",69,D,D8,AL_Birmingham_D8_D_69,0.6809478402137756,0.5060217398879157,AL,0.1131529069851529,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,2.218945130278219,Birmingham,"Birmingham, AL",70,D,D9,AL_Birmingham_D9_D_70,0.6044260859489441,0.4912490515862932,AL,0.08155516583069547,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,0.016614668740334,Mobile,"Mobile, AL",71,A,A1,AL_Mobile_A1_A_71,0.6859086751937866,0.6859086751937866,AL,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,0.032993374589252,Mobile,"Mobile, AL",72,A,A2,AL_Mobile_A2_A_72,0.6891173720359802,0.6525169162968405,AL,0.02464813062293272,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,0.052623834116325,Mobile,"Mobile, AL",73,A,A3,AL_Mobile_A3_A_73,0.6140956878662109,0.5228264442196598,AL,0.05463955706031805,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,0.012941412397713,Mobile,"Mobile, AL",74,A,A4,AL_Mobile_A4_A_74,0.5954521894454956,0.5721687137103473,AL,0.03737610578536987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,0.045160154286436,Mobile,"Mobile, AL",75,A,A5,AL_Mobile_A5_A_75,0.6608391404151917,0.5984425162319588,AL,0.02924130004279354,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,0.031093669025008,Mobile,"Mobile, AL",76,A,A6,AL_Mobile_A6_A_76,0.6612043380737305,0.6205744445323945,AL,0.03215825705740404,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,0.220591749351694,Mobile,"Mobile, AL",77,B,B1,AL_Mobile_B1_B_77,0.7017565369606018,0.6660010097024552,AL,0.051143327031722,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,0.086791790971166,Mobile,"Mobile, AL",78,B,B2,AL_Mobile_B2_B_78,0.6355130672454834,0.6224791520312605,AL,0.015360115279129415,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,0.195741369403424,Mobile,"Mobile, AL",79,B,B3,AL_Mobile_B3_B_79,0.6612043380737305,0.604010347461753,AL,0.0431844624838065,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,0.258837541733771,Mobile,"Mobile, AL",80,B,B4,AL_Mobile_B4_B_80,0.6608391404151917,0.6150837038900601,AL,0.03551459615322225,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,0.07825982945273,Mobile,"Mobile, AL",81,B,B5,AL_Mobile_B5_B_81,0.6599782705307007,0.5956449866937499,AL,0.03707942154918908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,0.097631736707417,Mobile,"Mobile, AL",82,B,B6,AL_Mobile_B6_B_82,0.6361304521560669,0.6089268857876978,AL,0.03569109922657652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,0.011871687710404,Mobile,"Mobile, AL",83,B,B6,AL_Mobile_B6_B_83,0.5325391292572021,0.481834631855205,AL,0.037992321051223014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,0.056309577633386,Mobile,"Mobile, AL",84,B,B7,AL_Mobile_B7_B_84,0.5962651968002319,0.5472914267345315,AL,0.03114879150234291,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,0.110894163448139,Mobile,"Mobile, AL",85,B,B8,AL_Mobile_B8_B_85,0.6775956749916077,0.6579547335196585,AL,0.03104957447937302,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,0.654771924248159,Mobile,"Mobile, AL",86,C,C1,AL_Mobile_C1_C_86,0.6490521430969238,0.5887132387703811,AL,0.06760073103578026,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,1.172611336149938,Mobile,"Mobile, AL",87,C,C2,AL_Mobile_C2_C_87,0.6612043380737305,0.5619690323584067,AL,0.08608496950911415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,2.232483116100751,Mobile,"Mobile, AL",88,C,C3,AL_Mobile_C3_C_88,0.6493956446647644,0.5568015878968802,AL,0.07140132605795224,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,0.684904186252685,Mobile,"Mobile, AL",89,C,C4,AL_Mobile_C4_C_89,0.6908347606658936,0.6361677700789743,AL,0.038973549273106395,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,0.390401546430867,Mobile,"Mobile, AL",90,C,C5,AL_Mobile_C5_C_90,0.7017565369606018,0.6033095007698083,AL,0.07909200347623624,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,1.181677923981748,Mobile,"Mobile, AL",91,C,C6,AL_Mobile_C6_C_91,0.6912043690681458,0.578463033192548,AL,0.07166472863805891,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,0.105489661364235,Mobile,"Mobile, AL",92,C,C7,AL_Mobile_C7_C_92,0.6404608488082886,0.6146791274622668,AL,0.029329236970631035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,0.092128994681099,Mobile,"Mobile, AL",93,C,C7,AL_Mobile_C7_C_93,0.557240903377533,0.47686625813110245,AL,0.06613665584871466,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,0.553040566236043,Mobile,"Mobile, AL",94,C,C7,AL_Mobile_C7_C_94,0.6166912913322449,0.5286161050421683,AL,0.05452583331007836,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,0.722309052209302,Mobile,"Mobile, AL",95,D,D1,AL_Mobile_D1_D_95,0.6915000081062317,0.6095542071853515,AL,0.05857476012761613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,0.263561826797433,Mobile,"Mobile, AL",96,D,D2,AL_Mobile_D2_D_96,0.6404608488082886,0.5751426629244517,AL,0.07603742396422114,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,0.263798045032732,Mobile,"Mobile, AL",97,D,D2,AL_Mobile_D2_D_97,0.5669500231742859,0.5453566219568253,AL,0.04551070988583978,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,0.657869709448969,Mobile,"Mobile, AL",98,D,D2,AL_Mobile_D2_D_98,0.6404608488082886,0.5617631921005249,AL,0.08056832013458602,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,0.04756146165536,Mobile,"Mobile, AL",99,D,D2,AL_Mobile_D2_D_99,0.5547000169754028,0.42465037610795764,AL,0.08314919049100171,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,0.325517158323728,Mobile,"Mobile, AL",100,D,D3,AL_Mobile_D3_D_100,0.6419956684112549,0.6058619496470591,AL,0.04132702386837416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,1.228176434502212,Mobile,"Mobile, AL",101,D,D4,AL_Mobile_D4_D_101,0.6559608578681946,0.5914045268895691,AL,0.05515099087406004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,2.163997917667156,Mobile,"Mobile, AL",102,D,D5,AL_Mobile_D5_D_102,0.5543695688247681,0.4429837658215098,AL,0.10340871403279185,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,0.012760162574213,Mobile,"Mobile, AL",103,D,D6,AL_Mobile_D6_D_103,0.6268174052238464,0.6268174052238464,AL,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,0.068829243478251,Mobile,"Mobile, AL",104,D,D6,AL_Mobile_D6_D_104,0.5993347764015198,0.5466469031359468,AL,0.06332095729048923,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,0.11134509400782,Mobile,"Mobile, AL",105,D,D6,AL_Mobile_D6_D_105,0.4029652178287506,0.3405262765220619,AL,0.053398372151369,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,0.01424162246962,Mobile,"Mobile, AL",106,D,D6,AL_Mobile_D6_D_106,0.5342391133308411,0.5342391133308411,AL,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,0.096902509679062,Mobile,"Mobile, AL",107,D,D6,AL_Mobile_D6_D_107,0.33257392048835754,0.2943465398028007,AL,0.02395108342229237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,0.229650639901066,Mobile,"Mobile, AL",108,D,D6,AL_Mobile_D6_D_108,0.5971565246582031,0.40728157821197125,AL,0.0722376317169685,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,3.419256738933556,Mobile,"Mobile, AL",109,D,D6,AL_Mobile_D6_D_109,0.7563260793685913,0.5441678276465491,AL,0.1304659235746773,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,0.014496047009543,Mobile,"Mobile, AL",110,B,,AL_Mobile_NA_B_110,0.6056174039840698,0.5790944731817013,AL,0.025654970602220533,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,0.029675363500461,Mobile,"Mobile, AL",111,B,,AL_Mobile_NA_B_111,0.5950652360916138,0.584820334462152,AL,0.0296191574607883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,0.032191269447381,Mobile,"Mobile, AL",112,B,,AL_Mobile_NA_B_112,0.5883347988128662,0.5769773665312175,AL,0.021549999713897705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,0.060045442220154,Mobile,"Mobile, AL",113,B,,AL_Mobile_NA_B_113,0.6078739166259766,0.5425377916282331,AL,0.04511830541109456,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,0.02107321201043,Mobile,"Mobile, AL",114,C,,AL_Mobile_NA_C_114,0.6355130672454834,0.610234346052613,AL,0.019525609786975765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,0.049985544341952,Mobile,"Mobile, AL",115,C,,AL_Mobile_NA_C_115,0.625352144241333,0.5856069409746235,AL,0.03168352672855069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,0.051147690761553,Mobile,"Mobile, AL",116,B,,AL_Mobile_NA_B_116,0.5822086930274963,0.4668580595419497,AL,0.08206326566946194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,0.096062403635096,Mobile,"Mobile, AL",117,B,,AL_Mobile_NA_B_117,0.6891173720359802,0.6464675136234448,AL,0.04756085249477244,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,2.518288869018655,Montgomery,"Montgomery, AL",118,A,A1,AL_Montgomery_A1_A_118,0.6952130198478699,0.6361047305198568,AL,0.05325342464769904,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,0.362888941719413,Montgomery,"Montgomery, AL",119,A,A2,AL_Montgomery_A2_A_119,0.6936043500900269,0.6680625134383851,AL,0.015926273381502685,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,0.150712964659832,Montgomery,"Montgomery, AL",120,A,A3,AL_Montgomery_A3_A_120,0.6952130198478699,0.6622573460805863,AL,0.013673712072927998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,0.083226033724699,Montgomery,"Montgomery, AL",121,A,A3,AL_Montgomery_A3_A_121,0.6810739040374756,0.6735452123023757,AL,0.00467031787556584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,0.192405296748623,Montgomery,"Montgomery, AL",122,B,B1,AL_Montgomery_B1_B_122,0.6261521577835083,0.5704606122511593,AL,0.06111958117727155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,0.359084071808588,Montgomery,"Montgomery, AL",123,B,B2,AL_Montgomery_B2_B_123,0.665613055229187,0.5832535455501068,AL,0.04968472643700619,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,1.410963694043979,Montgomery,"Montgomery, AL",124,B,B3,AL_Montgomery_B3_B_124,0.6787565350532532,0.6073544939265696,AL,0.06187262946842724,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,1.237614767658509,Montgomery,"Montgomery, AL",125,B,B3,AL_Montgomery_B3_B_125,0.6781217455863953,0.6155930317990108,AL,0.06356816402797427,"{""type"":""MultiPoint"",""coordinates"":[]}"
