system:index,ar_hl_2,city,cty_stt,globl_d,hlc_grd,holc_id,id,max,mean,state,stdDev,.geo
00000000000000000017,2.354833859120177,Birmingham,"Birmingham, AL",24,C,C11,AL_Birmingham_C11_C_24,0.6154565215110779,0.45864099421559745,AL,0.10768097147596707,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,1.671045301708195,Birmingham,"Birmingham, AL",25,C,C12,AL_Birmingham_C12_C_25,0.6672478318214417,0.5977340548351785,AL,0.06356041280263086,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,0.408049087643599,Birmingham,"Birmingham, AL",26,C,C13,AL_Birmingham_C13_C_26,0.5998304486274719,0.4379534254490921,AL,0.07727593636985887,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,2.19650353183512,Birmingham,"Birmingham, AL",27,C,C14,AL_Birmingham_C14_C_27,0.5941869616508484,0.48118546245611926,AL,0.07781050749902177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,3.119015131331129,Birmingham,"Birmingham, AL",28,C,C15,AL_Birmingham_C15_C_28,0.6443869471549988,0.5135533688149749,AL,0.05845714582839773,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,0.501174874889575,Birmingham,"Birmingham, AL",29,C,C16,AL_Birmingham_C16_C_29,0.5172043442726135,0.46653223424046136,AL,0.05517602954799364,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,0.999507880413443,Birmingham,"Birmingham, AL",30,C,C16,AL_Birmingham_C16_C_30,0.5454782843589783,0.48625613069250734,AL,0.06543028125521587,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,1.09782306438759,Birmingham,"Birmingham, AL",31,C,C17,AL_Birmingham_C17_C_31,0.5665000081062317,0.46054569524349326,AL,0.08063979773191993,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,0.66468445952189,Birmingham,"Birmingham, AL",32,C,C18,AL_Birmingham_C18_C_32,0.5847130417823792,0.49399877520200847,AL,0.09390543250077783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,0.713796581076045,Birmingham,"Birmingham, AL",33,C,C19,AL_Birmingham_C19_C_33,0.6069565415382385,0.5653537060275223,AL,0.02483231943428234,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,2.180292228204464,Birmingham,"Birmingham, AL",34,C,C2,AL_Birmingham_C2_C_34,0.5789956450462341,0.48249278728873907,AL,0.05261338793325233,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,2.711930274918914,Birmingham,"Birmingham, AL",35,C,C20,AL_Birmingham_C20_C_35,0.7053738832473755,0.5792878596762608,AL,0.05654741388123156,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,7.046486906154649,Birmingham,"Birmingham, AL",36,C,C3,AL_Birmingham_C3_C_36,0.7215956449508667,0.5701168208125432,AL,0.08258750667164873,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,0.342293212534346,Birmingham,"Birmingham, AL",37,C,C4,AL_Birmingham_C4_C_37,0.5941869616508484,0.5252054554398589,AL,0.03179749238324921,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,0.729533225378402,Birmingham,"Birmingham, AL",38,C,C5,AL_Birmingham_C5_C_38,0.5893651843070984,0.5199076821583092,AL,0.06131147612827137,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,1.052056349629942,Birmingham,"Birmingham, AL",39,C,C6,AL_Birmingham_C6_C_39,0.6487913131713867,0.5643559274547253,AL,0.08584030768208879,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,1.774933787689924,Birmingham,"Birmingham, AL",40,C,C7,AL_Birmingham_C7_C_40,0.6198130249977112,0.5110839519189431,AL,0.07181753574232627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,0.807507518181533,Birmingham,"Birmingham, AL",41,C,C8,AL_Birmingham_C8_C_41,0.6478391289710999,0.536531465934171,AL,0.055558948703845035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,1.053138127088334,Birmingham,"Birmingham, AL",42,C,C9,AL_Birmingham_C9_C_42,0.5232608914375305,0.3846923934951675,AL,0.09108596521943688,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,9.268528550850421,Birmingham,"Birmingham, AL",43,D,D1,AL_Birmingham_D1_D_43,0.6449695825576782,0.4470243122858251,AL,0.11020838116834124,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,1.745855674096026,Birmingham,"Birmingham, AL",44,D,D10,AL_Birmingham_D10_D_44,0.7306869626045227,0.5121744465291779,AL,0.12011080579847602,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,0.472403581816651,Birmingham,"Birmingham, AL",45,D,D11,AL_Birmingham_D11_D_45,0.6803130507469177,0.529647869455141,AL,0.11353481522366232,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,0.835905337923391,Birmingham,"Birmingham, AL",46,D,D12,AL_Birmingham_D12_D_46,0.6759217381477356,0.5967050875002718,AL,0.06670973533749074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,2.841109001919027,Birmingham,"Birmingham, AL",47,D,D13,AL_Birmingham_D13_D_47,0.734726071357727,0.6709538357378133,AL,0.03039795479184906,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,4.29989202789488,Birmingham,"Birmingham, AL",48,D,D14,AL_Birmingham_D14_D_48,0.7208478450775146,0.6119353039093217,AL,0.08120495771202779,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,2.014325770223379,Birmingham,"Birmingham, AL",49,D,D15,AL_Birmingham_D15_D_49,0.7422739267349243,0.6298002368680935,AL,0.10654808805809139,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,0.185442281004131,Birmingham,"Birmingham, AL",50,D,D16,AL_Birmingham_D16_D_50,0.691756546497345,0.66948670780917,AL,0.020738715941626084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,0.138118006975956,Birmingham,"Birmingham, AL",51,D,D16,AL_Birmingham_D16_D_51,0.6157434582710266,0.5217866872747738,AL,0.07073633957115753,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,0.815830431976095,Birmingham,"Birmingham, AL",52,D,D16,AL_Birmingham_D16_D_52,0.6928695440292358,0.5909026195612993,AL,0.0779630315911141,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,0.230515249463938,Birmingham,"Birmingham, AL",53,D,D16,AL_Birmingham_D16_D_53,0.7509956359863281,0.6536498901506538,AL,0.07196941520061557,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,6.483762884395443,Birmingham,"Birmingham, AL",54,D,D17,AL_Birmingham_D17_D_54,0.7614434957504272,0.6210402244495148,AL,0.09397991039321514,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,1.407413874481454,Birmingham,"Birmingham, AL",55,D,D18,AL_Birmingham_D18_D_55,0.6478391289710999,0.5590808986113625,AL,0.09684007191678193,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,0.662047860591888,Birmingham,"Birmingham, AL",56,D,D19,AL_Birmingham_D19_D_56,0.7308738827705383,0.6839591440533086,AL,0.031216927714560416,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,1.973379418184936,Birmingham,"Birmingham, AL",57,D,D19,AL_Birmingham_D19_D_57,0.7714825868606567,0.6540016052921201,AL,0.07323162374481382,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,8.774614730991491,Birmingham,"Birmingham, AL",58,D,D2,AL_Birmingham_D2_D_58,0.7037565112113953,0.5264437482026356,AL,0.08993736566979167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,2.176825279823303,Birmingham,"Birmingham, AL",59,D,D20,AL_Birmingham_D20_D_59,0.7442391514778137,0.6398556883964508,AL,0.055144133428210916,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,3.066971900007248,Birmingham,"Birmingham, AL",60,D,D20,AL_Birmingham_D20_D_60,0.7687956690788269,0.6962754494719738,AL,0.04003292528251236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,0.51945676471737,Birmingham,"Birmingham, AL",61,D,D21,AL_Birmingham_D21_D_61,0.633526086807251,0.6003370713203764,AL,0.030321299879437387,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,9.39205959152016,Birmingham,"Birmingham, AL",62,D,D3,AL_Birmingham_D3_D_62,0.717073917388916,0.5048912693051952,AL,0.09385780092641163,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,5.316631055913772,Birmingham,"Birmingham, AL",63,D,D3,AL_Birmingham_D3_D_63,0.7639695405960083,0.5100492025445393,AL,0.08882870073335096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,11.71471601709097,Birmingham,"Birmingham, AL",64,D,D4,AL_Birmingham_D4_D_64,0.6884956359863281,0.42326439712044744,AL,0.1393829295161316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,0.819353537561733,Birmingham,"Birmingham, AL",65,D,D5,AL_Birmingham_D5_D_65,0.388717383146286,0.26483648839901025,AL,0.06623241781183248,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,0.254005873401195,Birmingham,"Birmingham, AL",66,D,D5,AL_Birmingham_D5_D_66,0.39630869030952454,0.2863814143191021,AL,0.048352378884885173,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,15.527085175965501,Birmingham,"Birmingham, AL",67,D,D6,AL_Birmingham_D6_D_67,0.7126695513725281,0.527783029016539,AL,0.07097289640069528,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,6.086843755994033,Birmingham,"Birmingham, AL",68,D,D7,AL_Birmingham_D7_D_68,0.6006087064743042,0.39268893100611585,AL,0.11212772834042359,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,1.508098989222229,Birmingham,"Birmingham, AL",69,D,D8,AL_Birmingham_D8_D_69,0.6463173627853394,0.4929137325546193,AL,0.10480626395370257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,2.218945130278219,Birmingham,"Birmingham, AL",70,D,D9,AL_Birmingham_D9_D_70,0.5615739226341248,0.46772338144846415,AL,0.06664363776223106,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,0.016614668740334,Mobile,"Mobile, AL",71,A,A1,AL_Mobile_A1_A_71,0.7087782621383667,0.7087782621383667,AL,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,0.032993374589252,Mobile,"Mobile, AL",72,A,A2,AL_Mobile_A2_A_72,0.716304361820221,0.6745240263689578,AL,0.027597045802956306,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,0.052623834116325,Mobile,"Mobile, AL",73,A,A3,AL_Mobile_A3_A_73,0.6368913054466248,0.5503991371319618,AL,0.06191497248806662,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,0.012941412397713,Mobile,"Mobile, AL",74,A,A4,AL_Mobile_A4_A_74,0.6063261032104492,0.5796001602391728,AL,0.04290217161178589,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,0.045160154286436,Mobile,"Mobile, AL",75,A,A5,AL_Mobile_A5_A_75,0.6581043601036072,0.6074123110918873,AL,0.03496789359857473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,0.031093669025008,Mobile,"Mobile, AL",76,A,A6,AL_Mobile_A6_A_76,0.6503130197525024,0.6216152600339941,AL,0.023890933198248157,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,0.220591749351694,Mobile,"Mobile, AL",77,B,B1,AL_Mobile_B1_B_77,0.7087782621383667,0.6749472132856443,AL,0.04618658414473813,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,0.086791790971166,Mobile,"Mobile, AL",78,B,B2,AL_Mobile_B2_B_78,0.646760880947113,0.6344410540364313,AL,0.016640320247430018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,0.195741369403424,Mobile,"Mobile, AL",79,B,B3,AL_Mobile_B3_B_79,0.6503130197525024,0.6047807902984871,AL,0.043114186131828956,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,0.258837541733771,Mobile,"Mobile, AL",80,B,B4,AL_Mobile_B4_B_80,0.6627391576766968,0.6137071670138746,AL,0.03698076607413467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,0.07825982945273,Mobile,"Mobile, AL",81,B,B5,AL_Mobile_B5_B_81,0.6803261041641235,0.6182632701737542,AL,0.03772378233672195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,0.097631736707417,Mobile,"Mobile, AL",82,B,B6,AL_Mobile_B6_B_82,0.6434521675109863,0.6296897317589236,AL,0.027123029604564627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,0.011871687710404,Mobile,"Mobile, AL",83,B,B6,AL_Mobile_B6_B_83,0.5677652359008789,0.5392989081851506,AL,0.03919416436121872,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,0.056309577633386,Mobile,"Mobile, AL",84,B,B7,AL_Mobile_B7_B_84,0.590669572353363,0.5484893522905501,AL,0.024755816830932597,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,0.110894163448139,Mobile,"Mobile, AL",85,B,B8,AL_Mobile_B8_B_85,0.706013023853302,0.6728167750322035,AL,0.03817362903539644,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,0.654771924248159,Mobile,"Mobile, AL",86,C,C1,AL_Mobile_C1_C_86,0.6480652093887329,0.5839842175730529,AL,0.07483027290023846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,1.172611336149938,Mobile,"Mobile, AL",87,C,C2,AL_Mobile_C2_C_87,0.6803261041641235,0.5522099819796888,AL,0.08288124142737482,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,2.232483116100751,Mobile,"Mobile, AL",88,C,C3,AL_Mobile_C3_C_88,0.6480652093887329,0.5636707529178293,AL,0.06170765748005061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,0.684904186252685,Mobile,"Mobile, AL",89,C,C4,AL_Mobile_C4_C_89,0.716304361820221,0.6462266065907525,AL,0.038234254453856496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,0.390401546430867,Mobile,"Mobile, AL",90,C,C5,AL_Mobile_C5_C_90,0.7074087262153625,0.6126548656390914,AL,0.07221320578894605,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,1.181677923981748,Mobile,"Mobile, AL",91,C,C6,AL_Mobile_C6_C_91,0.706013023853302,0.5724727056822178,AL,0.0761476148951051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,0.105489661364235,Mobile,"Mobile, AL",92,C,C7,AL_Mobile_C7_C_92,0.6237826347351074,0.6139080036343552,AL,0.021827437054867452,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,0.092128994681099,Mobile,"Mobile, AL",93,C,C7,AL_Mobile_C7_C_93,0.5207086801528931,0.4657787769133973,AL,0.0583228483932508,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,0.553040566236043,Mobile,"Mobile, AL",94,C,C7,AL_Mobile_C7_C_94,0.584282636642456,0.5206263416681082,AL,0.04606886239505511,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,0.722309052209302,Mobile,"Mobile, AL",95,D,D1,AL_Mobile_D1_D_95,0.6702651977539062,0.6003869261608988,AL,0.056586774671156144,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,0.263561826797433,Mobile,"Mobile, AL",96,D,D2,AL_Mobile_D2_D_96,0.6237826347351074,0.5643028342045654,AL,0.0861266159139834,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,0.263798045032732,Mobile,"Mobile, AL",97,D,D2,AL_Mobile_D2_D_97,0.5781739354133606,0.5029113888740541,AL,0.05781817226035411,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,0.657869709448969,Mobile,"Mobile, AL",98,D,D2,AL_Mobile_D2_D_98,0.6237826347351074,0.5517737010288237,AL,0.08712939712300675,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,0.04756146165536,Mobile,"Mobile, AL",99,D,D2,AL_Mobile_D2_D_99,0.5060956478118896,0.40322747919294566,AL,0.07662963659392491,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,0.325517158323728,Mobile,"Mobile, AL",100,D,D3,AL_Mobile_D3_D_100,0.6335652470588684,0.5937117305349131,AL,0.039218376551427514,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,1.228176434502212,Mobile,"Mobile, AL",101,D,D4,AL_Mobile_D4_D_101,0.6527652144432068,0.5831195063597947,AL,0.05190148829084493,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,2.163997917667156,Mobile,"Mobile, AL",102,D,D5,AL_Mobile_D5_D_102,0.5336478352546692,0.43262306914369153,AL,0.09535662163588479,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,0.012760162574213,Mobile,"Mobile, AL",103,D,D6,AL_Mobile_D6_D_103,0.6049087047576904,0.6049087047576904,AL,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,0.068829243478251,Mobile,"Mobile, AL",104,D,D6,AL_Mobile_D6_D_104,0.5726087093353271,0.5296908611697809,AL,0.050609255186324476,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,0.11134509400782,Mobile,"Mobile, AL",105,D,D6,AL_Mobile_D6_D_105,0.40930870175361633,0.3487581346522678,AL,0.05079811889901449,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,0.01424162246962,Mobile,"Mobile, AL",106,D,D6,AL_Mobile_D6_D_106,0.5201478600502014,0.5201478600502014,AL,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,0.096902509679062,Mobile,"Mobile, AL",107,D,D6,AL_Mobile_D6_D_107,0.34451737999916077,0.30653524716954866,AL,0.0273051462747619,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,0.229650639901066,Mobile,"Mobile, AL",108,D,D6,AL_Mobile_D6_D_108,0.6019347906112671,0.4202746337885844,AL,0.07567025231123051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,3.419256738933556,Mobile,"Mobile, AL",109,D,D6,AL_Mobile_D6_D_109,0.7735130190849304,0.5481274079579574,AL,0.12466245480643474,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,0.014496047009543,Mobile,"Mobile, AL",110,B,,AL_Mobile_NA_B_110,0.5921391248703003,0.5804756799849068,AL,0.018912952475472502,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,0.029675363500461,Mobile,"Mobile, AL",111,B,,AL_Mobile_NA_B_111,0.5838304162025452,0.5614260400550951,AL,0.024023115679078746,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,0.032191269447381,Mobile,"Mobile, AL",112,B,,AL_Mobile_NA_B_112,0.6166999936103821,0.6069282240964271,AL,0.018541306257247925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,0.060045442220154,Mobile,"Mobile, AL",113,B,,AL_Mobile_NA_B_113,0.6120695471763611,0.5375016661177219,AL,0.051872904114616744,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,0.02107321201043,Mobile,"Mobile, AL",114,C,,AL_Mobile_NA_C_114,0.6454260945320129,0.6248571746277087,AL,0.014769929343299945,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,0.049985544341952,Mobile,"Mobile, AL",115,C,,AL_Mobile_NA_C_115,0.6228304505348206,0.5815913525678343,AL,0.028264034559821894,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,0.051147690761553,Mobile,"Mobile, AL",116,B,,AL_Mobile_NA_B_116,0.5782565474510193,0.44998932844924133,AL,0.08386266892063188,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,0.096062403635096,Mobile,"Mobile, AL",117,B,,AL_Mobile_NA_B_117,0.716304361820221,0.6738344101802163,AL,0.043534024625091136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,2.518288869018655,Montgomery,"Montgomery, AL",118,A,A1,AL_Montgomery_A1_A_118,0.6667304635047913,0.6210975144811852,AL,0.04675717756146371,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,0.362888941719413,Montgomery,"Montgomery, AL",119,A,A2,AL_Montgomery_A2_A_119,0.659917414188385,0.6468915894500211,AL,0.014580249834706616,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,0.150712964659832,Montgomery,"Montgomery, AL",120,A,A3,AL_Montgomery_A3_A_120,0.6652043461799622,0.6288113924749394,AL,0.01552210484921813,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,0.083226033724699,Montgomery,"Montgomery, AL",121,A,A3,AL_Montgomery_A3_A_121,0.6642608642578125,0.6505300359210776,AL,0.013594288011864828,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,0.192405296748623,Montgomery,"Montgomery, AL",122,B,B1,AL_Montgomery_B1_B_122,0.6248434782028198,0.5729072170461564,AL,0.06297389195107027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,0.359084071808588,Montgomery,"Montgomery, AL",123,B,B2,AL_Montgomery_B2_B_123,0.6503608822822571,0.5843230116999003,AL,0.044005301696429105,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,1.410963694043979,Montgomery,"Montgomery, AL",124,B,B3,AL_Montgomery_B3_B_124,0.6528391242027283,0.584745416182563,AL,0.050756151692884936,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,1.237614767658509,Montgomery,"Montgomery, AL",125,B,B3,AL_Montgomery_B3_B_125,0.6667304635047913,0.593980450572796,AL,0.0596964511146474,"{""type"":""MultiPoint"",""coordinates"":[]}"
