system:index,ar_ms_2,m_GEOID,max,mean,msa_nam,stdDev,.geo
00000000000000000000,15544.47112046762,42660,0.9440000057220459,0.5941335538070855,"Seattle-Tacoma-Bellevue, WA Metro Area",0.18049329368552777,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,11191.769307798355,44060,0.8292826414108276,0.49278176066999574,"Spokane-Spokane Valley, WA Metro Area",0.13434632400475807,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,20961.83068070944,41620,0.833299994468689,0.14915151563854115,"Salt Lake City, UT Metro Area",0.10804834766259905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,4108.336777755664,15380,0.7354347705841064,0.5439865029783968,"Buffalo-Cheektowaga, NY Metro Area",0.08350619274520268,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,15568.987217263364,23420,0.8351869583129883,0.3516775222138037,"Fresno, CA Metro Area",0.1513506752030986,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,1461.8294865110374,33780,0.7461565136909485,0.4902131659355395,"Monroe, MI Metro Area",0.08804981667806822,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,1579.7615399643053,12100,0.8296738862991333,0.5997887485305946,"Atlantic City-Hammonton, NJ Metro Area",0.1795786685720562,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,592.7167621287658,45940,0.7504695653915405,0.5951480542421875,"Trenton-Princeton, NJ Metro Area",0.08368012849213048,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,13839.521640881598,38300,0.7699000239372253,0.6221186140462491,"Pittsburgh, PA Metro Area",0.06449076415011785,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,5224.9244846847205,17460,0.7385826110839844,0.5611896379516613,"Cleveland-Elyria, OH Metro Area",0.09104637770057335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,4339.726864412332,41140,0.6855999827384949,0.5048581769286944,"St. Joseph, MO-KS Metro Area",0.06624070068612121,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,14456.313561183124,36420,0.7720521688461304,0.5103915273480532,"Oklahoma City, OK Metro Area",0.07644905734758911,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,20932.458678718034,41180,0.7681217193603516,0.5553226258044331,"St. Louis, MO-IL Metro Area",0.10557826807626182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,11622.100584779966,40060,0.867900013923645,0.6845567292216178,"Richmond, VA Metro Area",0.10228155646281555,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,13743.797111713124,40900,0.8841087222099304,0.49816620311207804,"Sacramento-Roseville-Folsom, CA Metro Area",0.16506781532145148,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,6910.6039036004895,16620,0.7804999947547913,0.6744433981270557,"Charleston, WV Metro Area",0.05112022251308124,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,5992.668140256502,19340,0.6672999858856201,0.42052638920690616,"Davenport-Moline-Rock Island, IA-IL Metro Area",0.07037553680998675,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,5560.002252497664,31340,0.8363521695137024,0.6823567629540651,"Lynchburg, VA Metro Area",0.05956609604074088,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,22273.33973395728,26420,0.8631478548049927,0.5763606240745401,"Houston-The Woodlands-Sugar Land, TX Metro Area",0.14601504744932484,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,8807.398244313743,37900,0.7017565369606018,0.46096157646897185,"Peoria, IL Metro Area",0.08879530973160624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,6105.833206852888,33660,0.8598521947860718,0.7089332447432587,"Mobile, AL Metro Area",0.10556390349603903,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,12171.569642153156,32820,0.8390564918518066,0.5854745100205961,"Memphis, TN-MS-AR Metro Area",0.13336399483091488,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,11032.243022935052,41740,0.8361738920211792,0.35000210073804716,"San Diego-Chula Vista-Carlsbad, CA Metro Area",0.16018974813903397,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,3868.860305207642,33340,0.7334304451942444,0.4632685292801789,"Milwaukee-Waukesha, WI Metro Area",0.08104967008416401,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,3088.4839429024255,44100,0.6975608468055725,0.4727427384489193,"Springfield, IL Metro Area",0.06817091731391267,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,7216.664632449613,33860,0.8581913113594055,0.6989718027869657,"Montgomery, AL Metro Area",0.08620967447950574,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,13425.459788914957,11100,0.7381260991096497,0.31352959809426023,"Amarillo, TX Metro Area",0.048008591471456634,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,1054.1022103468727,30620,0.7104043364524841,0.4686374578081048,"Lima, OH Metro Area",0.07085846854702543,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,19476.336830380027,33460,0.777421772480011,0.42837385809364065,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",0.08562921193427532,"{""type"":""MultiPoint"",""coordinates"":[]}"
